,Text
2169,Many of the respondents mentioned they felt emotionally connected to their landline phone due to its location in the house and the comfort of making calls from there.
2170,The BBC News website examines the evolution of mobile phone games.
2171,"With a larger number of people owning handsets compared to portable game playing gadgets like the GameBoy, the market could be highly profitable."
2172,"Phones must adhere to increasingly sophisticated minimum technology specifications, leading to advancements in mobile games as well."
2173,"Upon starting to play this game, I am quickly reminded of why I tend to avoid driving games - my lack of skill in them."
2174,A futuristic shooter allows you to engage in various deathmatch modes against your phone or navigate through scenarios involving killing aliens invading Earth.
2175,The Institute of Public Policy Research (IPPR) suggests that online communities established by the UK government could promote public discussion and trust.
2176,"Stephen Coleman, a professor of e-democracy at the Oxford Internet Institute, originally proposed the concept of a ""civic commons."""
2177,E-government initiatives in the past decade have largely focused on making basic information and service guides available online and enabling people to engage with the government through the internet.
2178,"According to a report, the Chinese internet user population is expected to surpass that of the US in under three years."
2179,"William Makower, chief executive of Panlogic, mentioned that net use in China already has a very different character compared to many Western nations."
2180,"As of early 2005, the internet may introduce two new domain names, .post and .travel, following preliminary approval by the internet's administrative body."
2181,The Universal Postal Union supports the .post domain to serve as the online identifier for postal services and to aid in coordinating e-commerce efforts of national post offices.
2182,"At his annual MacWorld speech in San Francisco, Chief executive Steve Jobs introduced a new, affordable Macintosh computer called the Mac mini, aimed at the general public."
2183,The company is shifting into new territory with the introduction of the new computer - traditionally known as a design and innovation-led firm rather than as a mass-market manufacturer.
2184,They desire to experience more of Mac because they are impressed by what they have seen with iPod.
2185,"The Electronic Frontier Foundation (EFF), a civil liberties organization, has entered a legal battle involving three US online journalists and Apple."
2186,Apple is particularly interested in identifying the source of information regarding an unreleased product code-named Asteroid and has requested the journalists' email providers to provide relevant communications.
2187,A visually impaired student created software that converts colors into musical notes to help him interpret weather maps.
2188,Mr Wong informed the BBC News website that the images are three-dimensional and he needed to figure out a way to interpret them himself.
2189,Customers who sign up for broadband with BT in December will receive free internet telephone calls as part of a Christmas promotion.
2190,"To take advantage of the offer, individuals must be a BT Together fixed-line customer and sign up for broadband online."
2191,Microsoft may start charging Windows users to maintain spyware-free PCs after acquiring anti-spyware firm Giant and developing a toolkit to remove these programs.
2192,"The utility is designed for PCs running Windows 2000 and XP, it will clean out spyware programs, constantly monitor PC activity, and receive regular updates to catch the latest variants."
2193,"Intel announced that they have discovered a method to integrate a silicon-based laser onto a chip, which could lead to significantly faster networks."
2194,"Dr Mario Paniccia, the director of Intel's photonics technology lab, stated that they have surpassed a fundamental limit."
2195,Researchers are currently developing methods to enable laptops to remain powered throughout a full day of work.
2196,A survey conducted in 2000 by Forrester Research revealed that the most commonly complained about feature of laptops was the shortness of battery life.
2197,Intel has collaborated with component manufacturers to test energy usage of all laptop parts and explore methods to reduce power consumption.
2198,"This week, the World Community Grid has been launched to utilize idle computer time in solving the world's most challenging health and social issues."
2199,Volunteering to donate spare computer time is open to anyone who downloads a special screensaver from the WGC website.
2200,"Elain Gallin, program director for medical research at the Doris Duke Charitable Foundation, stated that the World Community Grid will allow researchers worldwide to collect and analyze unprecedented amounts of data to tackle important global issues."
2201,Ask Jeeves acquired the Bloglines website in order to enhance its content management of web journals and blogs.
2202,Bloglines has gained popularity for allowing users to create a list of the blogs they wish to follow without the need to visit each individual journal site.
2203,"The upcoming video game consoles are currently in development, but what impact will the new machines have on games firms and consumers?"
2204,"It is clear that Microsoft primarily focuses on software, whereas Sony has a stronger background in hardware."
2205,Developers are currently working on a first round of titles to utilize the new machines until the capabilities of the new machines are clearly understood.
2206,Being an artist is like having a larger canvas and a smaller brush.
2207,The games industry is considering methods to inform parents about which video games are appropriate for children.
2208,"Controversy has surrounded violent games since the game Manhunt was blamed by the parents of 14-year-old Stefan Pakeerah, who was stabbed to death in Leicester in February."
2209,"One potential action could involve launching a campaign to educate parents about the fact that many games are designed for an adult audience, along with modifications to the games' labeling."
2210,The current array of sports games provides unmatched opportunities for fans who enjoy simulating on-field action without having to leave the couch.
2211,"A significant financial agreement that not only caused surprise but also sparked active outrage in many circles, as fans worry that it will allow EA to dominate the sports gaming industry excessively."
2212,"Honda's humanoid robot Asimo, known for being a car-maker, has recently become quicker and more intelligent."
2213,"Getting the robot up and running for the first time was a challenging process, requiring Asimo to execute a precise leap and absorb the impact of landing without slipping or spinning."
2214,Internet users are being warned to steer clear of a fraudulent website that purports to raise funds for tsunami victims.
2215,The spam e-mail currently in circulation contains a link to the website.
2216,Ms Sanders stated that DEC does not engage in sending spam emails to solicit donations and would never seek support in that manner.
2217,"At this year's Interactive Bafta awards, the BBC and the National Theatre have been the frontrunners."
2218,"This year, the top awards have been received by the companies we most commonly associate with traditional entertainment, indicating a narrowing gap between new media, film, and television."
2219,"Its designers have claimed that the Cell processor, which will power Sony's PlayStation 3, will operate at speeds 10 times faster than current PC chips."
2220,"Cell consists of multiple computing engines, or cores."
2221,"The PlayStation 3 is expected to be the first mass-market product to utilize Cell, a chip with versatile architecture suitable for various applications."
2222,"Reports suggest that details of the upcoming generation of Microsoft's Xbox games console, known as Xenon, will likely be revealed in May."
2223,"During this year's Consumer Electronics Show, there was minimal discussion about the upcoming gaming console."
2224,Players are eagerly anticipating the upcoming generation of machines due to their enhanced processing and graphical capabilities.
2225,"Nasa, 14-year-old boys in bedrooms, couples, and gadget lovers are all engaging in podcasting, which is DIY radio in the form of downloadable MP3 audio files."
2226,MP3 files are collected and automatically sent to any digital music-playing device capable of playing WMP formats.
2227,"Podcasting is a fascinating field that connects activities at home with those done outside, creating a classic hybrid."
2228,"We are the sources, the individuals taking action, and podcasting serves as a means to inform interested individuals about our activities."
2229,"Some individuals utilize in-show promotions, such as The Dawn and Drew Show."
2230,"The highly anticipated handheld gaming device, Sony's PlayStation Portable (PSP), is set to be released in Japan on 12 December."
2231,"Fifa 2005 has reclaimed the top spot on the UK games charts, just a week after losing it to rival Pro Evolution Soccer 4."
2232,"Halo 2 has set new video game records, with over 1.5 million pre-orders in the US alone."
2233,Security companies are alerting people to multiple mobile phone viruses that have the potential to spread more rapidly than other similar bugs.
2234,The original Cabir worm was first discovered in mid-June 2004 after being sent to anti-virus firms as a proof-of-concept program.
2235,"Jef Raskin, who led the team responsible for creating the first Macintosh computer, has passed away."
2236,"Mr Raskin, who was employee number 31, joined Apple in 1978 to initially lead the company's publications department."
2237,"During the festive season, Londoners are being assisted in navigating the city by interactive posters."
2238,"The campaign aims to assist Londoners, particularly women, in avoiding trouble on their way home, with a specific focus on reducing sexual assaults by unlicensed minicab drivers."
2239,"According to a survey carried out by PC Pro Magazine, a significant number of Britons are dissatisfied with their internet service."
2240,"Tim Danton, editor of PC Pro Magazine, believes that the dissatisfaction expressed by a third of the 2,000 broadband users interviewed may only be the beginning."
2241,"This week marks the 10th anniversary of Yahoo, a highly recognizable company on the internet."
2242,"The company was originally named ""Jerry's Guide to the World Wide Web"" before adopting the name Yahoo because the founders were drawn to the dictionary definition of a yahoo as an impolite, unsophisticated, and uncultured individual."
2243,The US movie industry is taking legal action against individuals who aid in illegal film downloading.
2244,BitTorrent users have the ability to download movies by accessing files through links on websites known as trackers.
2245,Firms that violate regulations regarding the sale of ringtones and other mobile extras risk being disconnected from all UK phone networks.
2246,"Ringtones, wallpapers, screensavers, and various other phone extras have experienced a surge in popularity over the past few years."
2247,The rapid acceptance of subscription services resulted in the establishment of a new code of conduct for companies looking to offer content for mobile phones.
2248,"In 2004, video games on consoles and computers experienced a surge in popularity."
2249,"Roger Bennett, director general of Elspa, described 2004 as an exceptional year."
2250,A report indicates that computer users worldwide are still disregarding security alerts regarding spam emails and are falling for purchasing products.
2251,Spammers hide spyware on consumers' devices by selling software that appears legitimate in genuine-looking packaging or through sophisticated websites.
2252,"The French ranked second in terms of likelihood to make a purchase (48%), while 44% of Britons also took advantage of products and services."
2253,"According to research from technology analysts Gartner, there is still a surge in mobile phone sales, with more than 674 million units sold globally last year, marking the highest total to date."
2254,"Carolina Milanesi, a mobile analyst, informed the BBC News website that all markets experienced growth except for Japan, indicating that replacement sales are still ongoing in western Europe."
2255,"In 2005, the focus on design and aesthetics, as well as music services, would be more effective in driving sales."
2256,"NTL and Telewest, two cable firms, have recently introduced video-on-demand services as the competition intensifies between satellite and cable TV providers."
2257,"Philip Snalune, director of products at Telewest, mentioned that Video-on-demand will provide a wider range of content compared to what is currently available on TV."
2258,"He mentioned that most households are interested in having both video-on-demand and PVR, offering the best of both worlds."
2259,"A 22-year-old gamer, known as Deathifier, has purchased an island in a computer role-playing game (RPG) for $26,500 (ÃÂ£13,700)."
2260,"Marco Behrmann, the director of community relations at Mindark, the game's developer, stated that this is a significant moment in gaming history, and the sale confirms that massive multi-player online gaming has reached a new level."
2261,The industry is cautioning that UK video game firms are facing a challenging period as they gear up for the upcoming wave of games consoles.
2262,"The upcoming machines will significantly enhance processing and graphical capabilities, leading to a substantial impact on the development of future games."
2263,"Gary Dunn, development director at Codemasters, which develops games in house and also publishes titles, mentioned that as consoles become more powerful, the content becomes more detailed, leading to increased costs."
2264,Microsoft plans to enhance the security of Windows and Internet Explorer by introducing software that offers individuals more control over their personal information.
2265,"Microsoft is working on a new version of the Internet Explorer browser and its operating system, Windows, known as Longhorn."
2266,Privacy campaigners criticized Hailstorm for entrusting too much sensitive information to a single company.
2267,"On Thursday, Intel announced that it would be releasing standards for ultra high-speed wi-fi connections later this year, bringing them closer to reality."
2268,"During a press conference on Thursday, Intel revealed that two UWB groups, WiMedia Alliance and Multi-band OFDM alliance, had merged to back the technology."
2269,A study on search habits indicates that internet search engine users have a blend of both naivety and sophistication.
2270,About half of the respondents indicated they would have much less trust in search engines if they were aware that information about who funded the results was being concealed.
2271,"Toyota, the Japanese car giant, is developing a new type of wearable robotic vehicles that surround drivers."
2272,"The egg-shaped ""i-foot"" will also be showcased at the exhibition."
2273,"The personal transport sector is evolving with advanced devices that enhance human abilities, and Toyota's prototypes are at the forefront of this innovation with their focus on vehicular exoskeletons."
2274,"Dr Gillingwater informed the BBC News website that the elderly and infirm individuals are likely to have the greatest needs for this type of assistance, both now and in the future."
2275,Tech-savvy criminals are big fans of gambling.
2276,"Malcolm Seagrave, a security expert at Energis, mentioned that attacks targeting sites with 10 megabytes of data in short periods are the most common."
2277,These computers are typically infected by a virus or worm that reports its success and the compromised machines' net address back to the malicious hacker or hi-tech criminal who initiated the virus.
2278,"Inspectors are facing challenges in their work due to the outdated computer systems used to monitor nuclear power installations worldwide, according to a spokesman for the International Atomic Energy Agency (IAEA)."
2279,"IAEA inspectors conduct approximately 3,000 visits annually to over 900 nuclear facilities worldwide."
2280,"Peter Smith, a computer specialist at the IAEA, is interested in incorporating cutting-edge visualization techniques, which are more commonly associated with video games, into the inspector's toolkit."
2281,"A week ago, Jez San, the individual responsible for the Argonaut games group, repurchased the majority of the company after it went into administration."
2282,"Jez San, a prominent figure in the UK's games industry, was estimated to have a net worth exceeding £200m during the dotcom boom peak, and was honored with an OBE in 2002."
2283,"Yahoo is now 10 years old, which is considered a long time in internet years."
2284,"The experienced and the newcomer share many similarities - Yahoo was the first internet company to offer initial public shares, and Google was arguably the most closely watched IPO of the post-dot-com era."
2285,He believes Yahoo is the primary brand on the web.
2286,"As the internet giant transitions from its initial decade surviving, how will it perform as it enters its teenage years?"
2287,"Mobile owners in the UK are setting new records with their text messaging habits, as shown by the latest figures indicating that a total of 26 billion texts were sent in 2004."
2288,"Despite the increasing sophistication of mobile phones with more multimedia applications, texting remains one of the most useful functions of mobile phones."
2289,The maturation of games on mobile phones is explored on the BBC News website.
2290,"Given that a larger number of individuals own mobile phones compared to owning portable gaming devices like the GameBoy, this market could be highly profitable."
2291,"Phones must adhere to increasingly sophisticated minimum technology specifications, leading to advancements in mobile games as well."
2292,"Upon starting to play this game, I am quickly reminded of why I tend to avoid driving games - my lack of skill in them."
2293,"In a futuristic shooter, you can either engage in various deathmatch modes against your phone or navigate through a series of scenarios involving killing aliens invading Earth."
2294,"The organization responsible for monitoring the development and evolution of the internet has managed its growth effectively over the past decade, but this is just the beginning."
2295,"Dr Carpenter, a distinguished IBM engineer, spent 20 years at Cern, the European Laboratory for Particle Physics."
2296,"Emerging economies, such as China, are contributing to the renewed growth by rapidly adopting broadband internet and other technologies."
2297,"""I believe the situation won't deteriorate. People will continue to be worried about security, and they should, just like one would be cautious while walking down a dark street."""
2298,"A man, identified as Nicholas Lee Jacobsen, is facing charges for hacking into computers at the US arm of mobile phone firm T-Mobile."
2299,"Despite managing to obtain some data, Mr. Jacobsen, 21, is believed to have been unsuccessful in obtaining customer credit card numbers stored on a separate computer system, according to Mr. Dobrow."
2300,"Voting has begun for the annual Bloggies, which honor the best web blogs - online spaces where people share their thoughts - of the year."
2301,"Nikolai Nolan, in charge of the Bloggies for the past five years, mentioned to the BBC News website that he was not too surprised by the high number of voters visiting the site."
2302,"Among the other categories is the top ""meme""."
2303,"British Telecom announced that it will be doubling the broadband speeds for the majority of its residential and business customers, with no additional cost."
2304,He mentioned that these speed enhancements will enable individuals to accomplish much more with their broadband connections.
2305,"Playing online role playing games can be time-consuming, yet captivating escapes from reality."
2306,"However, some expressed a more concerning viewpoint regarding the Massively Multiplayer Online Role Playing Game (MMORPG)."
2307,"Regrettably, it is all too easy to associate gaming with addiction."
2308,"In the realm of online gaming, he mentioned that such behavior was common; many people he knew who played EverQuest spent a lot of time in the game."
2309,"While he is playing, I cannot communicate with him effectively because he either doesn't hear me or is too distracted to respond promptly."
2310,"I hope that spending 30-40 hours a week on gaming was uncommon, but I suspect it's not."
2311,The distinction between playing a game a lot and having a gaming addiction is quite clear in my opinion.
2312,"Even though they hold little financial worth, the ""rewards"" and motivation provided by these MMORPGs are sufficient to captivate players for hours each day."
2313,"I used to be addicted, which led to the end of my relationship."
2314,The issue with these so-called MMORPGS is that you can never truly finish them; there's always another quest waiting.
2315,"During my college years, I was addicted to EverQuest to the extent that the virtual world seemed more real than reality itself."
2316,"Upon reaching the stage where I was having dinner in front of the PC, I realized things were becoming absurd, so I am attempting to reduce my time spent there."
2317,"I cannot purchase World of Warcraft because it would ruin my marriage, I am certain of it!"
2318,"Seven years ago, I started playing Ultima Online, which consumed two years of my life."
2319,"Online gaming should be as enjoyable as watching television, going to the cinema, or hanging out at the pub with friends."
2320,It seems like there are some sorrowful tales here - and I can believe them all.
2321,I have a strong passion for online role-playing games.
2322,"Just like with most things, excessive indulgence in these games can be harmful, but as long as you can take breaks to engage in other activities, they can be enjoyable."
2323,I engage in Xbox Live gaming on a daily basis.
2324,"When the US version of World of Warcraft was released, I purchased it."
2325,"If there is no irrefutable medical evidence that prolonged computer screen exposure can harm one's health, anticipate the situation to worsen rather than improve."
2326,"During my school days as a child on break, Ultima Online was the game that filled my time, those were the days! LOL"
2327,"According to industry experts, pocket-sized devices that allow people to carry video and images are expected to have a significant year in 2005."
2328,"In contrast to Windows-based players, the Archos AV400 series devices have always had the capability to record from any video source, such as TVs, in addition to playback."
2329,"The enhanced capabilities of these devices, along with the content deals being made, could help convince people to use them."
2330,"P2P networks are set to stay and are close to being utilized by commercial media firms, according to a group of industry experts."
2331,"Legal cases have been initiated by the music and film industries against owners of legitimate P2P networks, which are not illegal in themselves, as well as individuals accused of distributing pirated content over networks."
2332,"P2P networks typically do not depend on dedicated servers for file transfers, opting instead for direct connections between computers - or clients."
2333,Mr. Morgenstern agreed that consumers are eager for it and we will explore new models together.
2334,An industry conference has emphasized that developing games for future consoles will necessitate an increase in graphic artists and funding.
2335,"Robert Walsh, head of Brisbane-based game developer Krome Studios, stated that the cost of next generation games will range from $10-25m to produce, with teams of around 80 staff members taking two years to finish a title."
2336,"In due course, the creature will gain the ability to establish cities, trade and fight, and even construct space ships."
2337,"Endorphin v2.0, developed by Natural Motion based in Oxford, allows artists to direct a 3D 'virtual actor' that is realistically modeled based on the laws of physics."
2338,The special two-day summit dedicated to creating mobile games was part of the Game Developers Conference.
2339,"A new software has been revealed that is capable of monitoring all keystrokes and actions on a computer, while also serving as admissible evidence of misconduct."
2340,"A partnership between security firm 3ami and storage specialists BridgeHead Software has been established to develop a system capable of monitoring computer activity, storing it, and quickly retrieving disputed files."
2341,Tests show that printing pictures at home can be both cheaper and of higher quality compared to those from High Street developers.
2342,"The examination of 100 home photo printers for PCs revealed the cost comparison between creating images using the devices and using online developers or High Street names like Jessops, Boots, and Snappy Snaps."
2343,Microsoft announced that it will replace over 14 million power cables for its Xbox consoles as a precautionary measure due to safety concerns.
2344,"In a statement, it was mentioned that in most cases, any damage caused by these failures was contained within the console itself or limited to the tip of the power cord at the back of the console."
2345,"Robots are being taught about ""robotiquette"" to improve their social interactions with humans, with a University of Hertfordshire team using games like pass-the-parcel to explore how future robot companions should behave in social settings."
2346,"Professor Kerstin Dautenhahn, project leader at Hertfordshire, mentioned that they are assuming a scenario where a useful human companion robot already exists."
2347,"In most cases, a companion robot will eventually need to interact not only with individuals but also with groups of people."
2348,Tune in to the BBC World Service's Go Digital programme for further details on this story.
2349,"According to its supporters, the Blu-ray next-generation DVD format is gaining more backers than its competitor."
2350,"Richard Doherty, a pioneer of Blu-ray from Panasonic's Hollywood Laboratories, informed the BBC news website that the transition from standard definition video images to high-definition images has significantly increased the need for storage."
2351,"The gaming industry is a $20 billion global market, making it just as important financially as the film industry."
2352,"Gaming companies are particularly fond of focusing on creating a world that involves developing intricate 3D models and textures, as well as enhancing resolution and frame rate - all of which contribute to a more immersive experience."
2353,Apple's Mac Mini was recently introduced with a lot of excitement from Apple and its followers.
2354,Linux users naturally create their own program menu.
2355,"While commercial Personal Video Recorders are available with hard drives smaller than 80GB, it is important to note that they only store TV content."
2356,A report indicates that computer users worldwide are still disregarding security alerts regarding spam emails and are falling for purchasing products.
2357,"Spammers hide spyware in software that appears legitimate by using genuine-looking packaging or sophisticated websites, deceiving consumers."
2358,"The French ranked second in terms of likelihood to make a purchase (48%), while 44% of Britons also took advantage of products and services."
2359,"Initially, there was the modest home video, followed by the DVD, and now Hollywood is gearing up for the next evolution in home entertainment - high-definition."
2360,The technology we are currently dealing with is closely interconnected.
2361,Working behind the scenes will require some adjustments due to high-definition.
2362,"Scans of a corridor [on the Death Star] reveal a file cabinet hidden behind one of the doorways, which was previously unnoticed due to blurriness during the pan shot."
2363,Research indicates that the availability of quick internet access is motivating a larger number of individuals to share their thoughts online.
2364,The Demos report examined how broadband usage affects people's internet habits.
2365,"According to a compilation of ultimate gizmos by Stuff Magazine, the Sony Playstation Portable has been named the top UK gadget for 2005, surpassing the iPod to claim the first position in the Top Ten Essentials list that anticipates the preferences of gadget enthusiasts for the year."
2366,"The list is dominated by portable gadgets, such as Sharp's 902 3G mobile phone, the Pentax Optio SV digital camera, and Samsung's Yepp YH-999 video jukebox."
2367,"Bill Thompson, an analyst, envisions the future resting in his son's hands."
2368,"However, once Max began playing, I realized I had completely missed the point."
2369,The network operators will be pleased as they seek revenue from their costly 3G licenses.
2370,"While I work, I enjoy streaming radio to my computer and listening to the unique stations from around the world that I can only find online."
2371,Research suggests that 'God games' involving the control of virtual people and societies could have educational benefits.
2372,Few parents or teachers can avoid worrying about children being drawn to video games on computers or consoles instead of doing their homework.
2373,Mr Purushotma pointed out that one of the drawbacks of The Sims was the absence of spoken language to assist individuals in improving their pronunciation.
2374,"Research indicates that simply having faster, better, or funkier hardware is not enough to boost phone firms' handset sales."
2375,"Ericsson conducted interviews with 14,000 mobile phone owners to explore their phone usage habits."
2376,The speed of change in mobile phone use is also influenced by how quickly new devices are purchased by early adopters and materialistic individuals.
2377,"BT is rolling out two new initiatives to combat rogue dialler scams, which can result in dial-up net users losing thousands of pounds."
2378,"BT has announced a second initiative, an early warning system that will notify customers of any unusual activity on their phone bills."
2379,Microsoft is launching tools to clean up computers infected with viruses and spyware.
2380,"The anti-spyware tool is currently accessible, while the anti-virus utility is expected to be available later this month."
2381,"Research indicates that simply having faster, better, or funkier hardware will not necessarily lead to increased handset sales for phone firms."
2382,"Ericsson conducted interviews with 14,000 mobile phone owners to explore their phone usage habits."
2383,The speed of change in mobile phone use is also influenced by how quickly new devices are purchased by early adopters and materialistic individuals.
2384,Aid agencies are using the internet to gather resources to assist in the aftermath of the tsunami disaster.
2385,"BT, a telecommunications company, intervened to take control of the secure payments on the DEC site and offered additional logistical support for phone and online appeals following issues with online donations."
2386,"IBM, the computer giant, has announced that it will release 500 of its software patents to the open development community."
2387,"According to the New York Times, IBM received 3,248 patents in 2004, surpassing all other US firms."
2388,"The company expressed its desire to encourage other firms to release patents into what it referred to as a ""patent commons""."
2389,"The gap in digital access between wealthy and impoverished countries is quickly shrinking, as indicated by a report from the World Bank."
2390,"According to the report, half of the global population now has access to a fixed-line telephone, and 77% have access to a mobile network."
2391,"At the World Summit for the Information Society (WSIS) meeting in Geneva this week, a spokesperson emphasized the importance of addressing the real issue of the digital divide."
2392,The way people access their digital entertainment in the future may change due to the launch of an ambitious European project.
2393,The European Commission is taking a practical approach in its strategy.
2394,The US-based digital music distributor that purchased the once-famous Commodore computer brand is considering bringing it back to life.
2395,Commodore was considered one of the pioneers in the history of home computing.
2396,"Tulip Computers marketed various products under the Commodore brand, such as portable USB storage devices and digital music players."
2397,"In 2003, broadband was compared to a jumbo jet getting ready for take-off, but this year it has truly taken off."
2398,"It is unlikely that such enthusiasm will diminish anytime soon, and experts project that by the end of next year, the numbers will exceed eight million, representing over 30% of homes."
2399,Broadband was a topic of discussion on the 10 O'clock News and in the tabloids; the Sun even featured a cartoon joke about it.
2400,"For those looking to upgrade to 1Mbps broadband, there was a small condition - they must reside within six kilometers of a broadband-enabled exchange."
2401,"In Las Vegas, the annual Consumer Electronics Show (CES) has attracted thousands of technology enthusiasts and industry professionals."
2402,"The main focus of this year's show will be on technologies that empower individuals to control multimedia content, enabling them to store, listen to, and watch their desired content on devices at any time and place."
2403,The CEA forecasted that there would be various key technology trends to monitor in the upcoming year.
2404,"According to a report, gaming while on the go is becoming increasingly popular among tech-savvy individuals in India."
2405,"According to the report, the mobile gaming market in India is projected to generate around $336m (ÃÂ£178m) by 2009."
2406,"Mobile gaming is not only about entertainment; it also serves as a crucial component of a comprehensive mobile entertainment experience for consumers, as well as a profitable market opportunity for industry players."
2407,"In the UK, one person is signing up for the internet's fast lane every 10 seconds, as reported by BT."
2408,"Over the past four months, the most recent million connections have been established, with new individuals being added to the total daily."
2409,"According to research, British TV viewers are at the forefront of the trend of illegally downloading US shows from the internet."
2410,"Many popular US TV programmes, such as 24, are often not shown in the UK until weeks or months later, leaving fans waiting."
2411,Episodes can be uploaded onto file-sharing networks or other download sites within 30 minutes.
2412,"The mobile phone market has experienced remarkable growth over the past decade, with the ability to communicate on the go being just one of the reasons for its popularity."
2413,"The visual channel, operated from a computer at the radio station, transmits various information to the handset based on the content being listened to."
2414,"If you wish to access the Visual Radio content, you must have the GPRS service enabled by your network, and there may be a cost associated with it depending on your usage."
2415,Give the interview on the Radio Five Live website another listen.
2416,Computer program developers who create spyware that monitors individuals' activities on their personal computers may be subject to significant fines in California.
2417,"Adware, a type of spyware, can gather information about a computer user's internet browsing habits."
2418,"In the near future, you may have the opportunity to hunt online."
2419,"John Underwood, the individual responsible for the Live-Shot website, mentioned that the concept of remote-control hunting occurred to him a year ago while observing deer through a webcam on another website."
2420,"Microsoft has joined the competition in desktop search by introducing a trial version of its tool for locating documents, emails, and other files on a computer's hard drive."
2421,"Yusuf Mehdi, corporate vice president at Microsoft's MSN internet division, stated that their goal for search is to create the ultimate information tool capable of finding anything you seek."
2422,"Sony, Philips, Matsushita, and Samsung, technology companies, are collaborating to create a unified method to prevent piracy of digital music and video."
2423,"At present, numerous online stores package downloadable files within their own-brand control system, restricting playback to a limited number of media players."
2424,"Shelley Taylor, an analyst and author of a report on online music services, stated that the restrictions and limitations on digital files were implemented to maximize profits for companies from consumers."
2425,"3G networks must increase their speed in order to provide fast internet browsing on the go and innovative new services, as highlighted by the mobile industry at the recent 3GSM World Congress in Cannes."
2426,"According to a report from UK-based research consultancy Analysys, High-Speed Downlink Packet Access (HSDPA), also known as Super 3G, will be crucial for profitable services such as mobile internet browsing and mobile video clips."
2427,"Sprint, a US operator, requested a broadband data upgrade for its 3G network towards the end of the previous year."
2428,"Half-Life 2, a first-person shooter game for PC, has received six Bafta Awards, including best game and best online game."
2429,"During that time, we have witnessed significant achievements, progress, and diversity reflected in these awards."
2430,"Hitachi, a Japanese electronics company, has introduced its first humanoid robot, named Emiew, to compete with Honda's Asimo and Sony's Qrio robots."
2431,Robotics researchers have faced a longstanding challenge in creating robots that mimic human walking movements.
2432,"Sandvine, a network monitoring company, has cautioned that the rise in popularity of online gaming may cause issues for internet service providers."
2433,"The industry must take note of the surge in numbers and high demands for bandwidth, as stated by Sandvine's chief technology officer Marc Morin, to ensure that their networks can handle the increased traffic."
2434,"""Lag"" is a significant issue that affects online gaming, causing a noticeable delay between a gamer's actions and the game's response."
2435,New anti-piracy measures developed by copy protection firm Macrovision will make it more difficult to copy DVDs.
2436,"In the past year, the movie industry has increased its efforts to combat DVD piracy by taking legal action against websites that provide pirated copies of DVD movies for download."
2437,Mobile phones with cameras and color screens are undeniably very popular.
2438,"Indeed, the number of individuals who are refraining from taking and sending pictures, audio, and video is on the rise."
2439,Multimedia messages are not being pushed as strongly as they might due to other deeper technical reasons.
2440,"Over the next three years, IBM plans to invest $100 million (Â£52 million) to strengthen its dedication to Linux software."
2441,"In 2004, IBM reported a double-digit increase in the number of customers utilizing Linux to enhance collaboration among staff."
2442,Lycos Europe's campaign aimed at spam-related websites seems to have been paused.
2443,"Lycos Europe's ""Make love not spam"" campaign aimed to empower users in combating the overwhelming amount of junk mail inundating their inboxes."
2444,Lycos' claims that their actions do not constitute a distributed denial of service attack could be undermined by the shutdown of the sites.
2445,The Mac mini is the most affordable Apple computer to date.
2446,"Apple offers a Mac Mini for ÃÂ£339 with less power, while the ÃÂ£399 model features a 1.4ghz Power PC chip, 80 gigabyte hard drive, and a combined CD burner/DVD player."
2447,"Apple is focusing on individuals who already own a primary computer and are looking to enhance it, particularly PC users who have experience with an Apple iPod."
2448,The Mac mini is simply a box.
2449,"Designed for basic home use, this entry-level machine features a 2.6ghz Intel Celeron chip, 40 gigabyte hard drive, 256mb RAM, and a combined CD burner/DVD player."
2450,"For an additional fee, wireless capabilities and a DVD burner can be included."
2451,The clear advantage lies in the cost.
2452,"According to a Dell spokesperson, this machine is designed for small businesses and individuals seeking an additional computer for basic home use, such as in a child's bedroom."
2453,"According to PC Pro, this basic PC offers excellent potential for upgrades."
2454,For individuals with a restricted budget seeking a machine that can be upgraded gradually as they have more funds available.
2455,"The appearance is not attractive, and it features a monitor instead of a flat-panel display."
2456,Putting together bits you purchase yourself results in a computer that is surprisingly good.
2457,"If you are building your own computer, you will need to purchase all the software you want to install and handle your own troubleshooting and technical support."
2458,"Affordable, customizable, and satisfying to assemble, you can tailor it to your exact preferences."
2459,"According to Gavin Cox, the machine may not be cutting edge in terms of performance and is just about entry-level in today's market, but he believes it can compete with the Mac mini and even surpass it in some aspects."
2460,"A new initiative has been introduced to promote the participation of disabled individuals in various aspects of motorsport, made more accessible by recent technological advancements."
2461,"Derby's motorcycle racer, Roy Tansley, developed his electronic sequential gear changer after losing part of his left leg in an accident."
2462,"Dave Hawkins, who runs the company, mentioned that they utilize cutting-edge technology provided by an Italian company."
2463,Rainey Senior adapted a sports racer for his daughter's small stature to enable her participation in hill climbs.
2464,"According to a study on search habits, internet search engine users display a combination of naivety and sophistication."
2465,About half of the respondents indicated they would have much less trust in search engines if they were aware that information about who funded the results was being concealed.
2466,The US-based digital music distributor that purchased the once-renowned Commodore computer brand is considering reviving it.
2467,Commodore was among the pioneering companies in the history of home computing.
2468,"Tulip Computers marketed various products under the Commodore brand, such as portable USB storage devices and digital music players."
2469,How many times have you wished to have a camera readily available to capture a sudden event that could become newsworthy?
